999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999
999999,9999,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
999999,-2,9999,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999999,0,-2,9999,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999999,0,0,-2,9999,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999999,0,0,0,-2,9999,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999999,0,0,0,0,-2,9999,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999999,0,0,0,0,0,-2,9999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999999,0,0,0,0,0,0,-2,9999,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999999,0,0,0,0,0,0,0,-1,9999,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999999,0,0,0,0,0,0,0,0,-3,9999,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999999,0,0,0,0,0,0,0,0,0,-2,9999,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999999,0,0,0,0,0,0,0,0,0,0,-2,9999,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999999,0,0,0,0,0,0,0,0,0,0,0,-2,9999,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999999,0,0,0,0,0,0,0,0,0,0,0,0,-3,9999,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999999,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,9999,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,9999,2,0,0,0,0,0,0,0,0,0,0,0,0,0
999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,9999,2,0,0,0,0,0,0,0,0,0,0,0,0
999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,9999,2,0,0,0,0,0,0,0,0,0,0,0
999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,9999,3,0,0,0,0,0,0,0,0,0,0
999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,9999,2,0,0,0,0,0,0,0,0,0
999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,9999,3,0,0,0,0,0,0,0,0
999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,9999,2,0,0,0,0,0,0,0
999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,9999,2,0,0,0,0,0,0
999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,9999,3,0,0,0,0,0
999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,9999,2,0,0,0,0
999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,9999,2,0,0,0
999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,9999,3,0,0
999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,9999,2,0
999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,9999,2
999999,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,9999
